,1_AIT_002_PV,1_AIT_003_PV,1_AIT_004_PV,1_AIT_005_PV,1_FIT_001_PV,1_LS_001_AL,1_LS_002_AL,1_LT_001_PV,1_MV_001_STATUS,1_MV_002_STATUS,1_MV_003_STATUS,1_MV_004_STATUS,1_P_001_STATUS,1_P_002_STATUS,1_P_003_STATUS,1_P_004_STATUS,1_P_005_STATUS,1_P_006_STATUS,2_DPIT_001_PV,2_FIC_101_CO,2_FIC_101_PV,2_FIC_101_SP,2_FIC_201_CO,2_FIC_201_PV,2_FIC_201_SP,2_FIC_301_CO,2_FIC_301_PV,2_FIC_301_SP,2_FIC_401_CO,2_FIC_401_PV,2_FIC_401_SP,2_FIC_501_CO,2_FIC_501_PV,2_FIC_501_SP,2_FIC_601_CO,2_FIC_601_PV,2_FIC_601_SP,2_FIT_001_PV,2_FIT_002_PV,2_FIT_003_PV,2_FQ_101_PV,2_FQ_201_PV,2_FQ_301_PV,2_FQ_401_PV,2_FQ_501_PV,2_FQ_601_PV,2_LS_001_AL,2_LS_002_AL,2_LS_101_AH,2_LS_101_AL,2_LS_201_AH,2_LS_201_AL,2_LS_301_AH,2_LS_301_AL,2_LS_401_AH,2_LS_401_AL,2_LS_501_AH,2_LS_501_AL,2_LS_601_AH,2_LS_601_AL,2_LT_001_PV,2_LT_002_PV,2_MCV_007_CO,2_MCV_101_CO,2_MCV_201_CO,2_MCV_301_CO,2_MCV_401_CO,2_MCV_501_CO,2_MCV_601_CO,2_MV_001_STATUS,2_MV_002_STATUS,2_MV_003_STATUS,2_MV_004_STATUS,2_MV_005_STATUS,2_MV_006_STATUS,2_MV_009_STATUS,2_MV_101_STATUS,2_MV_201_STATUS,2_MV_301_STATUS,2_MV_401_STATUS,2_MV_501_STATUS,2_MV_601_STATUS,2_P_001_STATUS,2_P_002_STATUS,2_P_003_SPEED,2_P_003_STATUS,2_P_004_SPEED,2_P_004_STATUS,2_PIC_003_CO,2_PIC_003_PV,2_PIC_003_SP,2_PIT_001_PV,2_PIT_002_PV,2_PIT_003_PV,2_SV_101_STATUS,2_SV_201_STATUS,2_SV_301_STATUS,2_SV_401_STATUS,2_SV_501_STATUS,2_SV_601_STATUS,2A_AIT_001_PV,2A_AIT_002_PV,2A_AIT_003_PV,2A_AIT_004_PV,2B_AIT_001_PV,2B_AIT_002_PV,2B_AIT_003_PV,2B_AIT_004_PV,3_AIT_001_PV,3_AIT_002_PV,3_AIT_003_PV,3_AIT_004_PV,3_AIT_005_PV,3_FIT_001_PV,3_LS_001_AL,3_LT_001_PV,3_MV_001_STATUS,3_MV_002_STATUS,3_MV_003_STATUS,3_P_001_STATUS,3_P_002_STATUS,3_P_003_STATUS,3_P_004_STATUS,LEAK_DIFF_PRESSURE,PLANT_START_STOP_LOG,TOTAL_CONS_REQUIRED_FLOW,attack
2160,0.16058064680969109,0.293788819875779,0.9469673537103187,0.9944819179195452,0.00012698094108808128,0.0,0.0,0.10137364602413901,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9294365028128746,0.24503035180814928,0.07174531825062579,0.08108108108108106,0.19803577085913426,0.0969423590694618,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.2220718410854342,0.07177486726864325,0.09090909090909088,0.20961218016922106,0.0637315146303293,0.0,0.2165624517908499,0.04222129366896836,0.08333333333333334,0.9877247700027879,0.8283606537965116,0.0,0.07039033250054605,0.09526383492261874,0.014034935837578064,0.06889523939528201,0.06255971774969472,0.04240490125932667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24039818153315906,0.5203777935675884,0.0,0.261453,0.250612,0.278144,0.0,0.270996,0.30848600000000004,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0013200700839455229,0.0,0.9314589307103189,0.0,0.9999999999999999,0.0012507432948826412,0.0,0.782752966895691,0.9391572989953011,0.001335952300784779,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.5359970507025366e-41,0.40000000000000213,0.8594869005529873,0.7999999999999972,0.1369359695604473,0.01446837146701796,0.8157423971377433,0.0,0.9982299988666204,0.04201362197147664,0.6973226878230843,0.4454179132268824,0.5214839098702055,0.0,0.07575850444376542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04361404556934523,0.0,0.2545454545454546,0.0
2161,0.15328180301760164,0.2993788819875718,0.9471360683856815,0.9943031288094271,0.00015634125599175145,0.0,0.0,0.09768840595485018,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9299050078391589,0.23459969716398157,0.07183992293613616,0.08108108108108106,0.18614710810339613,0.09390252227778498,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.22129478805420533,0.07256761469298803,0.09090909090909088,0.20191542575526578,0.06410191868151753,0.0,0.2189847129116597,0.041979886393176756,0.08333333333333334,0.9877029899637582,0.8153681388008467,0.0,0.07264371711835625,0.09567886742461926,0.014034935837578064,0.06847300055771517,0.06208003258305911,0.0429780656189556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23914406646809283,0.5681784665710348,0.0,0.263774,0.24333400000000002,0.27765,0.0,0.25958400000000004,0.298825,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0013165349325387485,0.0,0.9533970333805186,0.0,0.9999999999999999,0.0013371737869958145,0.0,0.7873985009369147,0.9412051195513902,0.0015040085572664542,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.2690812544578584e-41,0.40000000000000213,0.8515093826488993,0.7999999999999972,0.22479516328579052,0.2898721399730775,0.8189368770764069,0.0,0.9982299988666204,0.0702375512705418,0.6850525396905518,0.44532024787466395,0.5215839629980163,0.0,0.12473184186331565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045226488879233084,0.0,0.2545454545454546,0.0
2162,0.16058064680969109,0.29798136645962714,0.9464893287967842,0.9952661519707438,0.00010138532157579448,0.0,0.0,0.10850155339866197,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9318030065480033,0.22578416795121883,0.07361677515443518,0.08108108108108106,0.17958938108819908,0.08621217503265023,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.22042558795755327,0.07308983201157168,0.09090909090909088,0.19573081626932967,0.06503022233302488,0.0,0.22041865329920876,0.043051771980668396,0.08333333333333334,0.9877661520769447,0.821720327398221,0.0,0.07196696412757364,0.08823956468913384,0.014034935837578064,0.06952795497455834,0.06316931764896085,0.043597773003665685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24349427810001245,0.527734579238782,0.0,0.265283,0.2374505,0.2766885,0.0,0.2537525,0.29106350000000003,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0013078982415002467,0.0,0.9538303207385093,0.0,0.9999999999999999,0.0015118133578795922,0.0,0.7943863210493447,0.9414247514213765,0.0016123782288613698,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.6689954885375594e-41,0.40000000000000213,0.856314024113864,0.7999999999999972,0.1354746842830128,0.2937976671152924,0.8215563506261141,0.0,0.9982299988666204,0.20168729135644517,0.6001307925045949,0.4453250249842833,0.5197840072287025,0.0,0.08637756665645036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04216284659044617,0.0,0.2545454545454546,0.0
2163,0.16058064680969109,0.30186335403726616,0.9466580434721497,0.9952945956928079,9.523364807631263e-05,0.0,0.0,0.06673238937282489,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9327935073319192,0.21795080960890503,0.07255224056821429,0.08108108108108106,0.17147068309628927,0.08916218579318926,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.2195736317561851,0.07343707961001135,0.09090909090909088,0.1897834680168694,0.06525900130581763,0.0,0.22196612059868362,0.042840657123653744,0.08333333333333334,0.9863308475048788,0.815452343454996,0.0,0.07164426174777268,0.08822996319095323,0.014034935837578064,0.06927634690011784,0.06358793178743684,0.044434366160073784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24902022260542367,0.5284417691142362,0.0,0.26651199999999997,0.231997,0.27595400000000003,0.0,0.246568,0.283735,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0013359686849198922,0.0,0.9457127992934315,0.0,0.9999999999999999,0.0015609817245664237,0.0,0.7944253591505301,0.9408219320335419,0.0016705395763768377,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.675497945556143e-41,0.40000000000000213,0.850058924848156,0.7999999999999972,0.13557739443030936,0.15410497981157079,0.82091745463838,0.0,0.9982299988666204,0.22416045327728293,0.5915024955981865,0.44534466421271857,0.5216219831865844,0.0,0.07949739503524356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415229611927328,0.0,0.2545454545454546,0.0
2164,0.1459817425487674,0.3003105590062063,0.9471360683856815,0.9942137342543687,0.0001396759849003212,0.0,0.0,0.07429568375975326,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9344461864797566,0.20664165768616913,0.07371764044413374,0.08108108108108106,0.16489921513939582,0.07970505343905465,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.21832452709156053,0.07342967704492832,0.09090909090909088,0.18151728664257216,0.06636505303142459,0.0,0.22384939413764002,0.04307880213896166,0.08333333333333334,0.9868971285196544,0.8153155108920036,0.0,0.0726335750435625,0.08075070583400658,0.014034935837578064,0.06980077139243829,0.06498312718530182,0.04434080759189034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27653237184511426,0.6447024439945839,0.0,0.268472,0.223815,0.274711,0.0,0.240317,0.27301600000000004,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.001327724788482143,0.0,0.9369124532684838,0.0,0.9999999999999999,0.0017139107789789169,0.0,0.8043800749531549,0.9455614112515901,0.0018058499203156852,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.302744378175198e-41,0.40000000000000213,0.8583084035898807,0.7999999999999972,0.1356240808608975,0.2937976671152924,0.8223230258113929,0.0,0.9982299988666204,0.14816823726098388,0.6502730163631667,0.4454773617021458,0.5215879651231287,0.0,0.08590254367146599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041486751939458055,0.0,0.2545454545454546,0.0
2165,0.13868046540318846,0.30279503105590067,0.9461800185586142,0.9950345388053639,0.00012102560016929591,0.0,0.0,0.06594869275049509,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9352024347505302,0.19593381259634138,0.07157373132102364,0.08108108108108106,0.15723616677413915,0.08138201251691674,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.21660013756317464,0.07489807677321379,0.09090909090909088,0.1734303693113456,0.06543388247549628,0.0,0.22557351780006488,0.04340829044781236,0.08333333333333334,0.9861958112628939,0.8153931370575473,0.0,0.07022483228004812,0.08222376149036065,0.014034935837578064,0.07040938658144255,0.06401931532270985,0.04441546543922865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30137952657155864,0.6719644461128018,0.0,0.270098,0.21629600000000002,0.273409,0.0,0.233511,0.263263,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0013190880974436412,0.0,0.9324495178638403,0.0,0.9999999999999999,0.0017326961818565755,0.0,0.8059415990006249,0.9514078766323114,0.0018462531470082619,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.465909665731701e-41,0.40000000000000213,0.8520533043241727,0.7999999999999972,0.1656621303018273,0.222633467922833,0.8233452593917683,0.0,0.9982299988666204,0.16766367599705412,0.6439299510381749,0.44527778467804724,0.5216009720297441,0.0,0.05464296659516066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03777756655713371,0.0,0.2545454545454546,0.0
2166,0.12408642784924401,0.29689440993788807,0.9466439839158687,0.9944412840308821,0.00011348701007941891,0.0,0.0,0.03491181858045167,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9351544775431153,0.18518668067169572,0.07329284685625383,0.08108108108108106,0.15175408067493745,0.07561982749189493,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.21463972221809086,0.07601586410074918,0.09090909090909088,0.16453149131444622,0.06714313089127356,0.0,0.22685838780326276,0.04460554004531931,0.08333333333333334,0.9867359562308335,0.8154339236869008,0.0,0.07226846035098769,0.07510192764633086,0.014034935837578064,0.07153278610665843,0.06501338510379909,0.04542854407652826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2487850760307282,0.6099194272767496,0.0,0.271308,0.20770700000000003,0.27129200000000003,0.0,0.22835899999999998,0.253356,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0013243872319202593,0.0,0.9301568001161482,0.0,0.9999999999999999,0.001928443607616972,0.0,0.8105285758900687,0.9495724188063033,0.002053514229390784,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.229038196465218e-41,0.40000000000000213,0.8523252651618165,0.7999999999999972,0.13564275543313276,0.2937976671152924,0.8243036033733695,0.0,0.9982299988666204,0.14971025088295534,0.6354167099672499,0.4454078282176858,0.5226255160585251,0.0,0.04480539380937998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038453095438539364,0.0,0.2545454545454546,0.0
2167,0.14233475400621237,0.29425465838508913,0.9474313190675696,0.9945631856968715,0.00012122653240354762,0.0,0.0,0.051212397334187254,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9372590611454394,0.17747500238722086,0.07046977811584007,0.08108108108108106,0.14713987245328133,0.07600948662007197,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.2131572860954066,0.07606667261563715,0.09090909090909088,0.15727604279475596,0.06831827501342572,0.0,0.22800479741387816,0.04455730519388219,0.08333333333333334,0.9858495086423195,0.8153326149623776,0.0,0.06837759165738744,0.0757182818843764,0.014034935837578064,0.07301479943912287,0.06594416309206835,0.0448211221603675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23506819250665956,0.6363100105910902,0.0,0.272293,0.20111050000000003,0.26997250000000006,0.0,0.2243925,0.24664450000000002,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0013158487395319458,0.0,0.9449067184494211,0.0,0.9999999999999999,0.001970218345471672,0.0,0.8153888194878198,0.9540616319219087,0.0020977461131582325,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.3030506850334093e-41,0.40000000000000213,0.8529598404496355,0.7999999999999972,0.13547001563995398,0.08428667563929793,0.8199591106567823,0.0,0.9982299988666204,0.07686388242314121,0.6786509814633915,0.44543330613565596,0.5183552485635664,0.0,0.09374808458473893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036693552037223076,0.0,0.2545454545454546,0.0
2168,0.16788009894015293,0.28928571428571104,0.9476703315243364,0.9945347419748074,0.00013412250845003932,0.0,0.0,0.02989553821609503,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9382716960250853,0.17170474852333337,0.06681891837721057,0.08108108108108106,0.14477807939450155,0.06460994377881636,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.21122111997806575,0.07759126454250734,0.09090909090909088,0.15025469202542852,0.06874143010595964,0.0,0.22897932515783956,0.04466892110614491,0.08333333333333334,0.9853246097017008,0.8028900616141245,0.0,0.06564637701577193,0.06534990275230973,0.014034935837578064,0.07337019986100181,0.06600523412022798,0.044966421451864524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24353346919579621,0.7326889302999025,0.0,0.27331700000000003,0.19446300000000002,0.268111,0.0,0.22165400000000002,0.241603,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0013147697519243903,0.0,0.9418699260764885,0.0,0.9999999999999999,0.0021076986843720997,0.0,0.8222595252966904,0.9530922401931514,0.002243312900236684,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.3493467787458043e-41,0.40000000000000213,0.8605747439035412,0.7999999999999972,0.13538131142183563,0.15410497981157079,0.8233452593917683,0.0,0.9982299988666204,0.08958314294468964,0.6716834969847949,0.44542746744612116,0.5183727578609332,0.0,0.13558075390744584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03819680181770452,0.0,0.2545454545454546,0.0
2169,0.10948874026506517,0.2894409937888156,0.9457019936450806,0.994181227143438,0.4045976034653612,0.0,0.0,0.005128237024689231,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.9389172738172092,0.1651503949145375,0.0641699871829201,0.08108108108108106,0.14187599250821875,0.06649938788205956,0.05714285714285716,0.9999999999999999,0.014034935837578064,0.3076923076923078,0.2086011256383744,0.07852196886158104,0.09090909090909088,0.14074209830460505,0.06930076315848922,0.0,0.22988435745571548,0.04503848861522355,0.08333333333333334,0.6532399986060775,0.7954458439082539,0.0,0.06343286919203714,0.06545706786103522,0.014034935837578064,0.07320246114470812,0.06784014092084228,0.04654132401628599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23091393635365876,0.7599576356396884,0.0,0.27416,0.185147,0.265689,0.0,0.219373,0.234996,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0013183025082421358,0.0,0.961825342092846,0.0,0.9999999999999999,0.0022302888721652736,0.0,0.8264366021236729,0.9544609153924037,0.002373113713262908,0.0,0.0,0.0,0.0,0.0,0.0,0.30002047921359676,2.4437768073198586e-41,0.40000000000000213,0.8557701024385835,0.7000512032770061,0.19257685753635645,0.15281516375056725,0.8269230769230731,0.0,0.9982299988666204,0.12322723534186633,0.6436466909941715,0.4454370216653599,0.5176458718873888,0.0,0.07900704872816533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03960726538666959,0.0,0.2545454545454546,0.0
